episode,maker_reward,taker_reward
138,21.77007681154093,-4.433303092973686
139,6.065791217668136,-4.492629759955426
140,-30.527174127793902,-4.54475417665319
141,-76.01768787449183,-4.404399869011892
142,22.33912639827484,-4.465223821609921
143,-33.82842477247938,-4.526612650385513
144,2.589039025312055,-4.4860903260902765
145,34.14389053518886,-4.498611261012872
146,42.64185430993918,-4.433749549204967
147,9.567678523893987,-4.505949772852658
148,-22.075438138686813,-4.438722966373348
149,18.893974535422853,-4.454562409153552
150,-13.818394972859313,-4.489472652163726
151,24.168635857961977,-4.57250272862397
152,-1.1122363862120306,-4.489605155602388
153,20.79408248698137,-4.583877015761579
154,12.324250576977443,-4.48562456701181
155,4.741533124234837,-4.517102735341845
156,-16.638812753657437,-4.533512869542438
157,88.68652354921342,-4.550035010534243
158,-53.40769641803215,-4.471502592186602
159,32.69939560739037,-4.5138017883221195
160,-45.34368349640472,-4.446087774485862
161,30.215183934910534,-4.51426592850604
162,26.49082885445916,-4.485502353144325
163,71.54498186868568,-4.481749661381602
164,27.203157369010544,-4.551240623788757
165,25.71115778212802,-4.526214089790481
166,84.50148759366373,-4.426445115813689
167,91.11501217663412,-4.514458705109169
168,70.66708148288782,-4.435387687775764
169,47.62708717063407,-4.783635349934027
170,-9.478335132261636,-4.591408685513713
171,100.85544517949145,-4.576149493842819
172,-5.875966780245083,-4.475655335177881
173,-5.396027579546544,-4.489091022002655
174,56.38810177739399,-4.444863031276194
175,-16.941292791129133,-4.486370129610824
176,35.92488885468285,-4.469883562713188
177,6.755986864180769,-4.49418517803933
178,18.778744295403644,-4.484989275104423
179,64.07800494803092,-4.518399793665571
180,43.959736356074416,-4.558583413596561
181,16.51055678276035,-4.5009044717931195
182,73.68755189038362,-4.755185253009681
183,22.668650904677143,-4.472471822328434
184,15.041590116157954,-4.4579940217125245
185,90.88602420001425,-4.400389497851933
186,177.12358089449015,-4.608796057943103
187,18.330848142335174,-4.477025829663061
188,-18.0059286308967,-4.543109462426483
189,33.73152860855904,-4.448542503348991
190,-299.70324052354215,-4.412102179614167
191,10.710810761523174,-4.521053500713896
192,-60.05107582576852,-4.468213149571128
193,-28.63554156116905,-4.485978368222753
194,18.661400205308464,-4.4485956936605335
195,-8.684461030236452,-4.530173732572491
196,176.06396795245476,-4.626485241681185
197,0.3883120166597734,-4.459401859869602
198,-63.45528872893852,-4.71732587238428
199,21.25116697020095,-4.51078418679799
